,file_path,file_name,file_size,width,height,channels,aspect_ratio,file_extension,bbps_class
25,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-1_00000036.jpg,bowel_2_score_0-1_00000036.jpg,76503,720,576,3,1.25,.jpg,0
26,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-1_00000102.jpg,bowel_2_score_0-1_00000102.jpg,77608,720,576,3,1.25,.jpg,0
27,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-1_00000081.jpg,bowel_1_score_0-1_00000081.jpg,42239,720,576,3,1.25,.jpg,0
28,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-1_00000014.jpg,bowel_1_score_0-1_00000014.jpg,59784,720,576,3,1.25,.jpg,0
29,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-1_00000095.jpg,bowel_2_score_0-1_00000095.jpg,75879,720,576,3,1.25,.jpg,0
30,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-1_00000062.jpg,bowel_1_score_0-1_00000062.jpg,52020,720,576,3,1.25,.jpg,0
31,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000070.jpg,bowel_1_score_0-0_00000070.jpg,63309,720,576,3,1.25,.jpg,0
32,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000124.jpg,bowel_1_score_0-0_00000124.jpg,73706,720,576,3,1.25,.jpg,0
33,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-1_00000084.jpg,bowel_2_score_0-1_00000084.jpg,91538,720,576,3,1.25,.jpg,0
34,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000002.jpg,bowel_1_score_0-0_00000002.jpg,61616,720,576,3,1.25,.jpg,0
35,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-1_00000044.jpg,bowel_1_score_0-1_00000044.jpg,63212,720,576,3,1.25,.jpg,0
36,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-1_00000110.jpg,bowel_2_score_0-1_00000110.jpg,77214,720,576,3,1.25,.jpg,0
37,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-1_00000107.jpg,bowel_2_score_0-1_00000107.jpg,80249,720,576,3,1.25,.jpg,0
38,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000103.jpg,bowel_1_score_0-0_00000103.jpg,76683,720,576,3,1.25,.jpg,0
39,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-0_00000033.jpg,bowel_2_score_0-0_00000033.jpg,74695,720,576,3,1.25,.jpg,0
40,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-2_00000025.jpg,bowel_2_score_0-2_00000025.jpg,85190,720,576,3,1.25,.jpg,0
41,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000123.jpg,bowel_1_score_0-0_00000123.jpg,75695,720,576,3,1.25,.jpg,0
42,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000087.jpg,bowel_1_score_0-0_00000087.jpg,74626,720,576,3,1.25,.jpg,0
43,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-0_00000091.jpg,bowel_2_score_0-0_00000091.jpg,59482,720,576,3,1.25,.jpg,0
44,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-1_00000067.jpg,bowel_1_score_0-1_00000067.jpg,52834,720,576,3,1.25,.jpg,0
45,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-1_00000056.jpg,bowel_1_score_0-1_00000056.jpg,79022,720,576,3,1.25,.jpg,0
46,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-0_00000094.jpg,bowel_2_score_0-0_00000094.jpg,54583,720,576,3,1.25,.jpg,0
47,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000005.jpg,bowel_1_score_0-0_00000005.jpg,52416,720,576,3,1.25,.jpg,0
48,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-1_00000049.jpg,bowel_2_score_0-1_00000049.jpg,70416,720,576,3,1.25,.jpg,0
49,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-1_00000119.jpg,bowel_2_score_0-1_00000119.jpg,83839,720,576,3,1.25,.jpg,0
50,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-0_00000030.jpg,bowel_2_score_0-0_00000030.jpg,74689,720,576,3,1.25,.jpg,0
51,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000010.jpg,bowel_1_score_0-0_00000010.jpg,52697,720,576,3,1.25,.jpg,0
52,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-1_00000116.jpg,bowel_2_score_0-1_00000116.jpg,84657,720,576,3,1.25,.jpg,0
53,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-2_00000015.jpg,bowel_2_score_0-2_00000015.jpg,87431,720,576,3,1.25,.jpg,0
54,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-1_00000045.jpg,bowel_1_score_0-1_00000045.jpg,64430,720,576,3,1.25,.jpg,0
55,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-1_00000076.jpg,bowel_1_score_0-1_00000076.jpg,31549,720,576,3,1.25,.jpg,0
56,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000065.jpg,bowel_1_score_0-0_00000065.jpg,69718,720,576,3,1.25,.jpg,0
57,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-1_00000080.jpg,bowel_1_score_0-1_00000080.jpg,41227,720,576,3,1.25,.jpg,0
58,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-1_00000026.jpg,bowel_2_score_0-1_00000026.jpg,75433,720,576,3,1.25,.jpg,0
59,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-1_00000009.jpg,bowel_2_score_0-1_00000009.jpg,73489,720,576,3,1.25,.jpg,0
60,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-0_00000028.jpg,bowel_2_score_0-0_00000028.jpg,75843,720,576,3,1.25,.jpg,0
61,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-1_00000112.jpg,bowel_2_score_0-1_00000112.jpg,77547,720,576,3,1.25,.jpg,0
62,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-1_00000055.jpg,bowel_2_score_0-1_00000055.jpg,79595,720,576,3,1.25,.jpg,0
63,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000018.jpg,bowel_1_score_0-0_00000018.jpg,55145,720,576,3,1.25,.jpg,0
64,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-2_00000011.jpg,bowel_2_score_0-2_00000011.jpg,88858,720,576,3,1.25,.jpg,0
65,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-1_00000021.jpg,bowel_1_score_0-1_00000021.jpg,65641,720,576,3,1.25,.jpg,0
66,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000072.jpg,bowel_1_score_0-0_00000072.jpg,71940,720,576,3,1.25,.jpg,0
67,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-1_00000064.jpg,bowel_2_score_0-1_00000064.jpg,78534,720,576,3,1.25,.jpg,0
68,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000013.jpg,bowel_1_score_0-0_00000013.jpg,65444,720,576,3,1.25,.jpg,0
69,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-2_00000001.jpg,bowel_2_score_0-2_00000001.jpg,89676,720,576,3,1.25,.jpg,0
70,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-1_00000072.jpg,bowel_1_score_0-1_00000072.jpg,36524,720,576,3,1.25,.jpg,0
71,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-0_00000050.jpg,bowel_2_score_0-0_00000050.jpg,83354,720,576,3,1.25,.jpg,0
72,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000125.jpg,bowel_1_score_0-0_00000125.jpg,74240,720,576,3,1.25,.jpg,0
73,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000037.jpg,bowel_1_score_0-0_00000037.jpg,78781,720,576,3,1.25,.jpg,0
74,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-1_00000031.jpg,bowel_2_score_0-1_00000031.jpg,73547,720,576,3,1.25,.jpg,0
75,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-1_00000060.jpg,bowel_2_score_0-1_00000060.jpg,78898,720,576,3,1.25,.jpg,0
76,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-1_00000010.jpg,bowel_1_score_0-1_00000010.jpg,69720,720,576,3,1.25,.jpg,0
77,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000031.jpg,bowel_1_score_0-0_00000031.jpg,75395,720,576,3,1.25,.jpg,0
78,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-1_00000036.jpg,bowel_1_score_0-1_00000036.jpg,49815,720,576,3,1.25,.jpg,0
79,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-0_00000005.jpg,bowel_2_score_0-0_00000005.jpg,84369,720,576,3,1.25,.jpg,0
80,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-1_00000060.jpg,bowel_1_score_0-1_00000060.jpg,57424,720,576,3,1.25,.jpg,0
81,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-0_00000015.jpg,bowel_2_score_0-0_00000015.jpg,86341,720,576,3,1.25,.jpg,0
82,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000122.jpg,bowel_1_score_0-0_00000122.jpg,81589,720,576,3,1.25,.jpg,0
83,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000098.jpg,bowel_1_score_0-0_00000098.jpg,76280,720,576,3,1.25,.jpg,0
84,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-1_00000018.jpg,bowel_2_score_0-1_00000018.jpg,77295,720,576,3,1.25,.jpg,0
85,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-0_00000016.jpg,bowel_2_score_0-0_00000016.jpg,86101,720,576,3,1.25,.jpg,0
86,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-1_00000063.jpg,bowel_2_score_0-1_00000063.jpg,78297,720,576,3,1.25,.jpg,0
87,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-1_00000049.jpg,bowel_1_score_0-1_00000049.jpg,64613,720,576,3,1.25,.jpg,0
88,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-1_00000093.jpg,bowel_2_score_0-1_00000093.jpg,75196,720,576,3,1.25,.jpg,0
89,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-1_00000006.jpg,bowel_2_score_0-1_00000006.jpg,67081,720,576,3,1.25,.jpg,0
90,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-1_00000097.jpg,bowel_2_score_0-1_00000097.jpg,73345,720,576,3,1.25,.jpg,0
91,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-0_00000101.jpg,bowel_2_score_0-0_00000101.jpg,66231,720,576,3,1.25,.jpg,0
92,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000102.jpg,bowel_1_score_0-0_00000102.jpg,76249,720,576,3,1.25,.jpg,0
93,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-0_00000039.jpg,bowel_2_score_0-0_00000039.jpg,67462,720,576,3,1.25,.jpg,0
94,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-0_00000125.jpg,bowel_2_score_0-0_00000125.jpg,59913,720,576,3,1.25,.jpg,0
95,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000117.jpg,bowel_1_score_0-0_00000117.jpg,74847,720,576,3,1.25,.jpg,0
96,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-1_00000027.jpg,bowel_1_score_0-1_00000027.jpg,55173,720,576,3,1.25,.jpg,0
97,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-0_00000023.jpg,bowel_2_score_0-0_00000023.jpg,81791,720,576,3,1.25,.jpg,0
98,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-1_00000048.jpg,bowel_1_score_0-1_00000048.jpg,67814,720,576,3,1.25,.jpg,0
99,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-1_00000025.jpg,bowel_1_score_0-1_00000025.jpg,58755,720,576,3,1.25,.jpg,0
100,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-0_00000058.jpg,bowel_2_score_0-0_00000058.jpg,77422,720,576,3,1.25,.jpg,0
101,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000073.jpg,bowel_1_score_0-0_00000073.jpg,73282,720,576,3,1.25,.jpg,0
